PLAYER_ID,AGE,GENDER,HOME_COUNTRY,HOME_CITY,DATE_FIRST_VISIT,DATE_LAST_VISIT,TOTAL_NUMBER_OF_VISITS,TOTAL_DURATION_SPENT,AVERAGE_DURATION_PER_VISIT,TOTAL_CHIPS_WON_OR_LOST,AVERAGE_CHIPS_WON_OR_LOST_PER_VISIT,UNIQUE_GAMES_PLAYED,IS_PREMIUM_PLAYER,IS_LOYALTY_CARD_HOLDER,TOTAL_AMOUNT_SPENT_IN_HOTEL,TOTAL_DAYS_SPENT_HOTEL,TOTAL_AMOUNT_SPENT_IN_CASINO_RESTAURANT,NUMBER_OF_RESTAURANT_VISITS,TOTAL_AMOUNT_SPENT_IN_SPA,NUMBER_OF_SPA_VISITS,TOTAL_REVENUE_TO_CASINO,NUMBER_OF_CONCIERGE_VISITS,PREFERRED_GAME_CATEGORY,PREFERRED_GAME_NAME
2310,50,Male,UK,Sheffield,03-09-2021,02-07-2024,21,80.26,3.821904762,-3455,-164.5238095,10,FALSE,TRUE,27175.56,78,5982.7,84,7426.66,55,44039.92,82,Table games,Craps
2311,63,Female,India,Pune,29-10-2021,04-05-2024,19,85.93,4.522631579,-1588,-83.57894737,8,FALSE,FALSE,21450.74,124,5163.35,96,9143.57,31,37345.66,86,Slot games,Video Slots
2312,42,Male,US,New York,19-09-2021,25-07-2024,24,121.48,5.061666667,3063,127.625,9,TRUE,FALSE,28372.72,152,6558.04,129,11624.85,50,43492.61,95,Table games,Blackjack
2313,69,Female,India,Kolkata,11-09-2021,17-08-2024,26,111.86,4.302307692,2100,80.76923077,10,TRUE,FALSE,32380.1,238,6462.85,121,11526.73,51,48269.68,86,Speciality Number Games,Keno
2314,63,Female,India,Ahmedabad,14-09-2021,20-08-2024,16,76.19,4.761875,-1051,-65.6875,7,FALSE,FALSE,21237.78,149,4407.22,70,7972.18,33,34668.18,74,Speciality Number Games,Wheel of Fortune
2315,34,Male,UK,Birmingham,12-11-2021,19-07-2024,29,141.56,4.88137931,-931,-32.10344828,10,TRUE,TRUE,27805.37,164,8478.4,128,14244.41,52,51459.18,149,Speciality Number Games,Bingo
2316,70,Female,UK,Leeds,12-07-2022,05-08-2024,15,65.41,4.360666667,-2928,-195.2,9,TRUE,TRUE,24475.14,126,3995.3,66,8134.92,27,39533.36,59,Slot games,Video Slots
2317,54,Female,US,Philadelphia,30-09-2021,21-07-2024,25,114.65,4.586,2294,91.76,7,TRUE,FALSE,33944.94,187,6198.52,115,12614.5,39,50463.96,104,Slot games,Video Slots
2318,50,Male,India,Kolkata,11-09-2021,15-07-2024,18,83.05,4.613888889,-1261,-70.05555556,8,TRUE,TRUE,20104.8,148,4397.11,83,9250.52,41,35013.43,80,Slot games,3D Slots
2319,48,Male,Singapore,Singapore,18-01-2022,31-07-2024,19,85.54,4.502105263,3067,161.4210526,10,FALSE,FALSE,23210.93,131,5549.23,77,10246.63,40,35939.79,82,Speciality Number Games,Wheel of Fortune
2320,25,Female,US,Chicago,02-02-2022,24-08-2024,19,87.49,4.604736842,4847,255.1052632,9,FALSE,FALSE,24216.66,146,5861.86,94,7637.34,40,32868.86,81,Slot games,Classic Slots
2321,75,Male,UK,Leeds,13-09-2021,24-04-2024,17,59.98,3.528235294,955,56.17647059,10,FALSE,TRUE,22660.51,104,3834.4,90,8442.13,31,33982.04,76,Speciality Number Games,Bingo
2322,63,Male,India,Surat,31-10-2021,12-05-2024,18,84.3,4.683333333,988,54.88888889,8,TRUE,TRUE,32794.61,174,4013.35,73,10584.74,47,46404.7,74,Table games,Poker
2323,60,Male,UK,Glasgow,16-12-2021,07-06-2024,15,82.2,5.48,3785,252.3333333,7,FALSE,FALSE,9980.48,89,3777.1,75,8775.58,33,18748.16,48,Speciality Number Games,Keno
2324,45,Male,UK,Sheffield,28-01-2022,05-06-2024,22,82.31,3.741363636,-848,-38.54545455,9,TRUE,TRUE,32246.43,173,5442.06,93,11988.78,32,50525.27,99,Table games,Blackjack
2325,59,Female,India,Hyderabad,10-01-2022,02-08-2024,23,97.17,4.224782609,1544,67.13043478,11,TRUE,TRUE,26346.21,114,6138.09,103,11782.68,41,42722.98,127,Speciality Number Games,Keno
2326,51,Female,India,Chennai,23-11-2021,09-08-2024,23,100.85,4.384782609,1539,66.91304348,11,TRUE,FALSE,36223,153,5113.53,100,12220.85,54,52018.38,101,Speciality Number Games,Keno
2327,72,Female,US,Phoenix,04-09-2021,03-07-2024,21,89.36,4.255238095,1571,74.80952381,10,TRUE,FALSE,31317.84,235,5560.87,96,10717.7,40,46025.41,118,Speciality Number Games,Bingo
2328,69,Male,UK,Manchester,03-09-2021,06-08-2024,15,73.12,4.874666667,2937,195.8,8,TRUE,FALSE,15426.04,69,4286.81,70,10174.15,30,26950,82,Table games,Poker
2329,51,Female,UK,Glasgow,31-10-2021,21-07-2024,14,60.45,4.317857143,-2835,-202.5,8,TRUE,FALSE,19575.27,108,2751.1,58,6954.88,26,32116.25,71,Speciality Number Games,Keno
2330,76,Male,UK,Leeds,24-09-2021,04-08-2024,20,87.6,4.38,1644,82.2,10,FALSE,TRUE,28699.73,191,6070.96,97,9452.06,55,42578.75,85,Slot games,Video Slots
2331,72,Male,US,San Jose,10-12-2021,09-07-2024,19,84.82,4.464210526,-3942,-207.4736842,10,TRUE,TRUE,23827.85,169,5316.08,75,7094.05,44,40179.98,88,Table games,Blackjack
2332,50,Female,India,Chennai,17-11-2021,03-05-2024,22,92.73,4.215,6942,315.5454545,11,FALSE,FALSE,24720.73,120,5737.8,103,12815.77,44,36332.3,109,Table games,Craps
2333,52,Female,UK,Edinburgh,03-11-2021,22-08-2024,16,68.76,4.2975,3668,229.25,9,TRUE,FALSE,29696.26,167,4936.6,78,8245.3,29,39210.16,71,Table games,Poker
2334,52,Female,US,Chicago,23-01-2022,15-08-2024,19,94.75,4.986842105,3241,170.5789474,10,FALSE,TRUE,41842.82,240,5753.68,109,10925.72,34,55281.22,85,Slot games,Classic Slots
2335,75,Male,Singapore,Singapore,05-09-2021,19-07-2024,29,125.96,4.343448276,987,34.03448276,11,TRUE,FALSE,48621.02,259,7680.89,137,15401.83,61,70716.74,124,Speciality Number Games,Bingo
2336,51,Female,Singapore,Singapore,20-09-2021,17-07-2024,22,87.17,3.962272727,-2716,-123.4545455,9,TRUE,FALSE,20296.82,127,6436.46,113,12175.41,44,41624.69,110,Speciality Number Games,Bingo
2337,61,Male,Singapore,Singapore,21-10-2021,04-07-2024,22,98.44,4.474545455,1171,53.22727273,10,TRUE,FALSE,30363.44,215,6128.02,83,12968.05,39,48288.51,131,Slot games,Video Slots
2338,39,Male,Singapore,Singapore,13-02-2022,21-07-2024,13,59.99,4.614615385,2017,155.1538462,7,TRUE,TRUE,12307.84,89,2501.76,60,6205.59,21,18998.19,62,Speciality Number Games,Bingo
2339,56,Male,India,Hyderabad,12-10-2021,21-08-2024,19,83.95,4.418421053,1604,84.42105263,10,TRUE,TRUE,35388.39,190,5196.42,89,11515,31,50495.81,81,Speciality Number Games,Bingo
2340,70,Male,US,San Antonio,07-09-2021,14-08-2024,20,83.55,4.1775,1303,65.15,9,FALSE,TRUE,20615.19,112,4232.26,87,10748.69,34,34293.14,86,Speciality Number Games,Keno
2341,71,Female,UK,Edinburgh,08-09-2021,03-07-2024,22,101.31,4.605,183,8.318181818,10,FALSE,TRUE,27483.76,233,6130.16,98,8378.68,37,41809.6,107,Speciality Number Games,Bingo
2342,75,Female,Singapore,Singapore,04-09-2021,13-07-2024,22,82.88,3.767272727,-2084,-94.72727273,10,FALSE,FALSE,28688.1,125,6194.43,92,11249.18,53,48215.71,82,Speciality Number Games,Bingo
2343,59,Female,UK,Manchester,02-09-2021,25-04-2024,18,78.64,4.368888889,2194,121.8888889,8,FALSE,TRUE,27298.17,159,5240.61,74,10988.29,35,41333.07,104,Table games,Poker
2344,56,Male,India,Hyderabad,08-09-2021,09-08-2024,13,53.92,4.147692308,-1402,-107.8461538,9,TRUE,FALSE,9068.62,66,3587.76,58,6784.08,21,20842.46,38,Speciality Number Games,Bingo
2345,58,Female,US,New York,28-11-2021,27-07-2024,19,90.03,4.738421053,-2524,-132.8421053,9,TRUE,FALSE,33767.34,127,4726.85,87,10190.99,42,51209.18,70,Speciality Number Games,Keno
2346,67,Male,India,Kolkata,10-09-2021,19-07-2024,19,71.51,3.763684211,-4526,-238.2105263,10,FALSE,TRUE,24327.78,205,4296.54,94,12671.12,34,45821.44,94,Table games,Baccarat
2347,26,Female,US,San Diego,02-09-2021,24-08-2024,19,86.67,4.561578947,-2616,-137.6842105,8,TRUE,TRUE,31050.92,98,6038.07,85,11589.97,41,51294.96,73,Speciality Number Games,Keno
2348,54,Female,UK,Cardiff,15-09-2021,29-07-2024,24,111.1,4.629166667,-2174,-90.58333333,11,TRUE,TRUE,32251.41,185,6798.32,114,14586.01,55,55809.74,108,Slot games,3D Slots
2349,68,Male,Singapore,Singapore,12-09-2021,22-03-2024,19,86.81,4.568947368,-940,-49.47368421,9,FALSE,TRUE,18379.74,92,5351.84,91,11790.93,42,36462.51,101,Speciality Number Games,Bingo
2350,58,Female,Singapore,Singapore,08-09-2021,10-08-2024,22,103.25,4.693181818,-40,-1.818181818,10,FALSE,TRUE,26987.53,205,6875.69,105,9758.41,43,43661.63,82,Speciality Number Games,Wheel of Fortune
2351,34,Female,Singapore,Singapore,04-12-2021,06-12-2023,20,96.49,4.8245,1477,73.85,8,FALSE,FALSE,33813.69,186,4725.41,82,10907.16,53,47969.26,82,Table games,Craps
2352,74,Female,India,Bangalore,04-10-2021,06-02-2024,26,124.76,4.798461538,1157,44.5,10,TRUE,FALSE,30383.01,204,6518.58,103,12844.68,45,48589.27,121,Slot games,3D Slots
2353,53,Male,Singapore,Singapore,03-01-2022,18-06-2024,25,122.63,4.9052,-2850,-114,10,TRUE,FALSE,21127.84,163,7389.44,128,13484.28,60,44851.56,118,Slot games,Classic Slots
2354,47,Male,Singapore,Singapore,14-09-2021,08-08-2024,21,91.45,4.354761905,841,40.04761905,9,TRUE,FALSE,17702.28,132,5315.78,95,9267.36,41,31444.42,85,Slot games,Video Slots
2355,77,Male,US,New York,19-09-2021,28-08-2024,26,119.21,4.585,3955,152.1153846,8,TRUE,TRUE,28639.67,164,7685.25,91,12193.44,47,44563.36,133,Speciality Number Games,Keno
2356,80,Male,Singapore,Singapore,07-09-2021,24-08-2024,22,112.36,5.107272727,3370,153.1818182,11,FALSE,FALSE,20727.17,188,4696.12,110,12696.87,48,34750.16,107,Slot games,Video Slots
2357,61,Female,UK,Cardiff,08-03-2022,26-04-2024,20,90.6,4.53,1641,82.05,11,FALSE,TRUE,13762.64,133,4901.78,79,10464.68,40,27488.1,80,Slot games,Video Slots
2358,76,Male,US,Chicago,01-09-2021,08-05-2024,21,100.36,4.779047619,1160,55.23809524,11,TRUE,TRUE,26272.47,163,5632.82,69,11668.38,44,42413.67,73,Slot games,Video Slots
2359,45,Female,UK,Leeds,16-09-2021,03-08-2024,23,98.69,4.290869565,1818,79.04347826,10,FALSE,FALSE,42704.9,278,6647.47,67,10506.64,47,58041.01,108,Speciality Number Games,Bingo
2360,77,Female,UK,Cardiff,07-09-2021,24-08-2024,18,92.14,5.118888889,-1000,-55.55555556,8,TRUE,FALSE,12951.22,48,4493.68,69,8089.96,40,26534.86,65,Speciality Number Games,Wheel of Fortune
2361,52,Female,US,Chicago,20-02-2022,07-08-2024,19,78.18,4.114736842,-736,-38.73684211,9,FALSE,TRUE,24227.86,122,4577.41,88,8485.28,28,38026.55,110,Table games,Blackjack
2362,78,Female,India,Bangalore,14-10-2021,28-08-2024,25,115.77,4.6308,3214,128.56,10,TRUE,TRUE,31293.14,190,7301.42,132,14182.23,44,49562.79,119,Slot games,3D Slots
2363,46,Female,India,Kolkata,14-09-2021,02-08-2024,24,124.55,5.189583333,-4644,-193.5,10,FALSE,TRUE,18297.4,170,7448.74,89,9897.18,53,40287.32,137,Speciality Number Games,Keno
2364,52,Male,UK,Manchester,17-10-2021,11-06-2024,15,74.51,4.967333333,1437,95.8,10,FALSE,FALSE,17675.8,111,3962.73,74,6142.89,23,26344.42,43,Table games,Poker
2365,41,Female,India,Surat,15-10-2021,19-06-2024,19,87.35,4.597368421,-463,-24.36842105,11,TRUE,TRUE,33339.71,221,4714.46,89,7934.39,39,46451.56,104,Speciality Number Games,Bingo
2366,44,Male,US,Dallas,27-10-2021,17-07-2024,23,115.65,5.02826087,-1154,-50.17391304,9,FALSE,TRUE,46523.57,274,6002.38,90,12563.8,52,66243.75,96,Slot games,Classic Slots
2367,61,Male,Singapore,Singapore,23-09-2021,25-08-2024,23,94.34,4.10173913,-4773,-207.5217391,11,FALSE,FALSE,21457.93,136,5937.49,99,13759.04,42,45927.46,120,Speciality Number Games,Keno
2368,80,Male,Singapore,Singapore,04-09-2021,24-07-2024,20,84.86,4.243,3334,166.7,9,FALSE,FALSE,20275.03,175,5384.72,72,9522.82,32,31848.57,102,Speciality Number Games,Bingo
2369,57,Female,US,Philadelphia,18-10-2021,08-07-2024,30,147.17,4.905666667,-190,-6.333333333,11,FALSE,TRUE,30817.11,155,7849.08,139,16087.55,60,54943.74,117,Slot games,Classic Slots
2370,76,Male,UK,Leeds,02-09-2021,26-08-2024,21,107.26,5.107619048,1607,76.52380952,10,FALSE,FALSE,21263.5,113,5719.87,87,11802.2,42,37178.57,78,Slot games,3D Slots
2371,53,Female,India,Ahmedabad,15-10-2021,20-08-2024,27,133.32,4.937777778,-1794,-66.44444444,11,FALSE,FALSE,33585.34,202,6036.41,137,14097.45,46,55513.2,126,Speciality Number Games,Keno
2372,58,Male,US,New York,21-09-2021,07-05-2024,21,104.78,4.98952381,1422,67.71428571,10,TRUE,FALSE,33604.81,175,5183.51,75,10142.66,37,47508.98,110,Slot games,Classic Slots
2373,71,Male,Singapore,Singapore,07-09-2021,22-08-2024,20,88.78,4.439,-5848,-292.4,9,FALSE,FALSE,24861.44,140,5666.57,104,7689,36,44065.01,91,Speciality Number Games,Bingo
2374,57,Female,US,Philadelphia,30-01-2022,25-08-2024,17,74.5,4.382352941,2078,122.2352941,7,FALSE,TRUE,17435.77,118,4498.18,72,9549.51,38,29405.46,69,Slot games,Classic Slots
2375,76,Male,UK,Sheffield,24-11-2021,02-08-2024,16,71.59,4.474375,224,14,8,TRUE,TRUE,26241.68,128,4591.11,80,7979.24,31,38588.03,66,Table games,Blackjack
2376,71,Female,US,Chicago,16-11-2021,17-03-2024,8,40.72,5.09,2152,269,4,FALSE,FALSE,21190.64,79,1989.25,42,4752.56,23,25780.45,45,Table games,Baccarat
2377,65,Male,UK,Cardiff,05-11-2021,16-08-2024,19,73.56,3.871578947,934,49.15789474,10,TRUE,FALSE,18226.56,115,4579.1,81,10397.54,34,32269.2,85,Speciality Number Games,Bingo
2378,64,Female,UK,London,05-11-2021,06-07-2024,11,38.42,3.492727273,-482,-43.81818182,8,FALSE,FALSE,18990.76,143,2729.02,55,5863.86,23,28065.64,58,Slot games,3D Slots
2379,71,Female,UK,Birmingham,14-09-2021,25-07-2024,18,88.07,4.892777778,838,46.55555556,9,TRUE,FALSE,20368.62,135,5075.5,78,8484.93,32,33091.05,70,Slot games,3D Slots
2380,74,Female,India,Mumbai,07-11-2021,28-06-2024,12,52.58,4.381666667,1762,146.8333333,8,TRUE,FALSE,22987.15,152,2803.22,45,5191.75,23,29220.12,60,Slot games,3D Slots
2381,47,Female,India,Pune,11-10-2021,26-08-2024,19,94.24,4.96,3566,187.6842105,8,FALSE,FALSE,24734.85,121,5107.54,71,9204.2,49,35480.59,71,Slot games,3D Slots
2382,68,Male,Singapore,Singapore,29-09-2021,21-11-2023,14,62.76,4.482857143,1248,89.14285714,6,TRUE,TRUE,21028.35,141,4496.89,65,6962.85,35,31240.09,46,Speciality Number Games,Keno
2383,28,Male,US,San Antonio,14-01-2022,28-08-2024,25,102.18,4.0872,-324,-12.96,11,TRUE,FALSE,17263.26,176,7554.96,97,14095.21,51,39237.43,105,Table games,Poker
2384,79,Female,US,Philadelphia,22-10-2021,20-08-2024,24,93.93,3.91375,319,13.29166667,9,FALSE,TRUE,37075.52,124,6573.81,119,11849.62,30,55179.95,115,Slot games,3D Slots
2385,66,Male,Singapore,Singapore,13-01-2022,29-03-2024,16,80.67,5.041875,3046,190.375,7,TRUE,TRUE,15426.84,65,3809.6,64,8838.14,30,25028.58,82,Table games,Craps
2386,72,Male,India,Bangalore,18-01-2022,14-08-2024,22,88.68,4.030909091,1042,47.36363636,8,TRUE,FALSE,30349.1,155,6023.61,112,13235.39,46,48566.1,89,Speciality Number Games,Keno
2387,76,Male,US,Chicago,30-10-2021,29-06-2024,16,82.45,5.153125,1371,85.6875,9,TRUE,TRUE,13354.11,91,4594.24,77,7518.37,28,24095.72,60,Speciality Number Games,Keno
2388,75,Male,UK,Bristol,17-11-2021,28-07-2024,18,82.43,4.579444444,-2303,-127.9444444,9,TRUE,FALSE,27680.15,113,4394.81,99,11838.44,40,46216.4,80,Speciality Number Games,Bingo
2389,53,Male,India,Chennai,22-09-2021,24-07-2024,23,93.65,4.07173913,-1767,-76.82608696,10,FALSE,FALSE,33276.45,141,5557.3,110,9716.52,49,50317.27,94,Table games,Baccarat
2390,63,Male,US,San Jose,11-09-2021,19-08-2024,20,89.85,4.4925,2676,133.8,9,TRUE,TRUE,13718.15,90,4977.98,79,9832.75,40,25852.88,71,Speciality Number Games,Wheel of Fortune
2391,46,Male,Singapore,Singapore,16-09-2021,31-08-2024,19,89.15,4.692105263,1051,55.31578947,9,FALSE,TRUE,25704.27,194,5058.44,90,11284.25,44,40995.96,91,Speciality Number Games,Bingo
2392,54,Female,US,San Diego,05-11-2021,18-08-2024,19,82.63,4.348947368,2416,127.1578947,9,TRUE,TRUE,30866.36,249,5108.75,76,9465.2,40,43024.31,77,Slot games,Classic Slots
2393,47,Male,India,Surat,27-02-2022,18-08-2024,18,79.18,4.398888889,153,8.5,10,TRUE,TRUE,16137.61,87,4269.25,92,10099.97,30,30353.83,91,Slot games,Video Slots
2394,61,Male,UK,London,27-09-2021,15-08-2024,17,66.71,3.924117647,622,36.58823529,8,FALSE,TRUE,24881.81,125,3959.43,69,9182.94,23,37402.18,70,Speciality Number Games,Wheel of Fortune
2395,79,Female,India,Jaipur,02-11-2021,31-08-2024,25,103.71,4.1484,-96,-3.84,9,TRUE,FALSE,26731.44,221,5259.33,95,12500.76,57,44587.53,94,Table games,Blackjack
2396,54,Male,India,Delhi,06-09-2021,08-08-2024,19,69.91,3.679473684,5892,310.1052632,8,FALSE,FALSE,16564.06,56,4329.11,96,8607.74,33,23608.91,75,Table games,Blackjack
2397,39,Male,India,Chennai,03-11-2021,05-05-2024,17,81.33,4.784117647,-702,-41.29411765,10,TRUE,FALSE,27543.46,147,5058.41,89,9429.91,30,42733.78,72,Speciality Number Games,Wheel of Fortune
2398,68,Male,Singapore,Singapore,05-09-2021,21-08-2024,17,75.87,4.462941176,-484,-28.47058824,8,TRUE,FALSE,28613.01,184,4550.7,75,7420.14,39,41067.85,56,Speciality Number Games,Keno
2399,68,Female,UK,Sheffield,22-11-2021,05-08-2024,19,96.64,5.086315789,-28,-1.473684211,10,FALSE,TRUE,22970.64,166,5161.63,99,10135.46,38,38295.73,106,Slot games,Video Slots
2400,72,Female,India,Ahmedabad,30-12-2021,16-08-2024,18,80.01,4.445,-1341,-74.5,8,FALSE,TRUE,32687.11,120,5772.23,68,10328.83,33,50129.17,91,Slot games,3D Slots
2401,79,Female,Singapore,Singapore,18-11-2021,19-08-2024,22,106.3,4.831818182,2487,113.0454545,10,FALSE,TRUE,35806.82,190,5545.76,119,8616.55,55,47482.13,107,Speciality Number Games,Bingo
2402,80,Male,India,Chennai,23-10-2021,28-08-2024,25,114.04,4.5616,-5547,-221.88,8,FALSE,TRUE,32542.52,222,5709.34,122,10976.24,41,54775.1,92,Table games,Baccarat
2403,44,Male,UK,Bristol,02-10-2021,09-07-2024,17,85.39,5.022941176,-1987,-116.8823529,10,TRUE,TRUE,12742.57,80,4546.29,71,9074.99,32,28350.85,78,Speciality Number Games,Keno
2404,41,Male,UK,Glasgow,14-12-2021,18-08-2024,22,97.93,4.451363636,1837,83.5,10,FALSE,FALSE,34305.81,193,5173.53,95,12027.24,41,49669.58,96,Speciality Number Games,Bingo
2405,75,Female,UK,Manchester,10-10-2021,02-07-2024,17,73.62,4.330588235,-405,-23.82352941,10,FALSE,TRUE,23409.24,110,4358.45,66,7985.76,29,36158.45,81,Slot games,Video Slots
2406,70,Male,US,Chicago,08-09-2021,24-08-2024,24,102.71,4.279583333,-2971,-123.7916667,10,FALSE,FALSE,29664.87,178,6197.43,117,11448.21,46,50281.51,104,Slot games,Video Slots
2407,79,Female,India,Bangalore,26-09-2021,24-07-2024,20,89.09,4.4545,5059,252.95,10,TRUE,TRUE,8336.28,55,5419.66,92,9565.7,26,18262.64,79,Slot games,Video Slots
2408,79,Male,UK,London,01-09-2021,24-05-2024,20,92.98,4.649,5306,265.3,10,FALSE,TRUE,14720.41,124,4971.61,100,10575.37,28,24961.39,96,Slot games,Classic Slots
2409,71,Female,Singapore,Singapore,02-11-2021,17-07-2024,26,103.82,3.993076923,-4758,-183,10,TRUE,FALSE,23309.25,171,6424.87,123,13121.82,59,47613.94,116,Table games,Craps
2410,44,Male,India,Surat,03-03-2022,17-08-2024,21,107.8,5.133333333,-2206,-105.047619,10,FALSE,TRUE,20169.5,177,6315.08,96,12623.78,31,41314.36,65,Speciality Number Games,Wheel of Fortune
2411,62,Female,Singapore,Singapore,11-09-2021,31-08-2024,19,71.04,3.738947368,-2655,-139.7368421,9,FALSE,TRUE,15046.57,94,5146.48,73,9596.55,37,32444.6,72,Speciality Number Games,Keno
2412,71,Female,India,Surat,17-01-2022,29-07-2024,17,73.42,4.318823529,-3273,-192.5294118,9,TRUE,TRUE,28598.35,138,4259.44,98,9033.84,40,45164.63,78,Slot games,3D Slots
2413,38,Male,India,Kolkata,07-12-2021,17-08-2024,20,82.98,4.149,9,0.45,8,TRUE,TRUE,32151.97,227,5898.34,81,9732.2,42,47773.51,108,Speciality Number Games,Wheel of Fortune
2414,45,Female,UK,Liverpool,17-10-2021,23-08-2024,17,70.62,4.154117647,-1289,-75.82352941,7,TRUE,TRUE,21514.03,87,4594.43,82,7983.98,31,35381.44,93,Slot games,Classic Slots
2415,26,Female,UK,Sheffield,17-09-2021,23-12-2023,15,61.57,4.104666667,-3497,-233.1333333,10,FALSE,FALSE,16428.76,74,4118.49,77,7410.62,34,31454.87,72,Slot games,3D Slots
2416,80,Female,US,Phoenix,06-10-2021,28-06-2024,12,58.68,4.89,-828,-69,9,TRUE,TRUE,12997.18,84,3223.96,36,7404.17,28,24453.31,63,Table games,Blackjack
2417,51,Female,US,San Antonio,12-10-2021,15-08-2024,19,99.12,5.216842105,-2577,-135.6315789,9,FALSE,TRUE,16294.41,73,5024.15,93,11165.13,37,35060.69,78,Speciality Number Games,Bingo
2418,46,Female,UK,Manchester,14-10-2021,03-05-2024,18,63.86,3.547777778,-2240,-124.4444444,7,TRUE,TRUE,25497.86,119,4548.26,81,10680.11,35,42966.23,65,Slot games,Video Slots
2419,48,Male,US,Chicago,03-11-2021,19-06-2024,21,98.33,4.682380952,553,26.33333333,10,TRUE,FALSE,29100.28,165,4658.7,62,9415.32,33,42621.3,117,Speciality Number Games,Wheel of Fortune
2420,73,Female,US,Houston,29-11-2021,03-08-2024,18,84.96,4.72,130,7.222222222,8,TRUE,TRUE,27147.71,143,4408.2,85,10475.54,29,41901.45,67,Speciality Number Games,Wheel of Fortune
2421,46,Female,India,Jaipur,07-10-2021,30-08-2024,17,75.21,4.424117647,-2866,-168.5882353,8,TRUE,FALSE,18527.18,106,4162.45,83,8506.07,32,34061.7,68,Speciality Number Games,Keno
2422,46,Male,Singapore,Singapore,08-10-2021,26-07-2024,10,42.54,4.254,783,78.3,8,FALSE,TRUE,6621.46,78,2804.83,32,6290.36,24,14933.65,42,Slot games,3D Slots
2423,76,Male,Singapore,Singapore,17-04-2022,26-06-2024,21,94.87,4.517619048,-4763,-226.8095238,9,FALSE,FALSE,27662.55,144,7255.27,86,9007.1,46,48687.92,81,Table games,Poker
2424,58,Female,India,Delhi,13-11-2021,26-08-2024,22,99.2,4.509090909,-772,-35.09090909,9,FALSE,FALSE,18165.26,88,5839.21,103,10533.1,54,35309.57,89,Slot games,Video Slots
2425,69,Female,UK,Glasgow,24-02-2022,21-07-2024,15,51.82,3.454666667,-83,-5.533333333,10,FALSE,TRUE,19183.75,69,3865.88,76,8976.52,31,32109.15,58,Slot games,Classic Slots
2426,47,Female,UK,Liverpool,24-11-2021,12-08-2024,24,104.39,4.349583333,-395,-16.45833333,9,TRUE,TRUE,24341.45,212,7338.09,118,12326.49,52,44401.03,105,Slot games,Classic Slots
2427,56,Male,Singapore,Singapore,15-11-2021,25-08-2024,18,84.58,4.698888889,4846,269.2222222,8,FALSE,TRUE,33401.65,172,4580.27,56,9151.13,33,42287.05,78,Speciality Number Games,Bingo
2428,70,Female,India,Ahmedabad,09-10-2021,31-07-2024,23,97.12,4.222608696,3201,139.173913,9,TRUE,TRUE,28793.98,220,5504.3,97,11362.77,41,42460.05,109,Speciality Number Games,Bingo
2429,37,Female,India,Chennai,05-01-2022,18-06-2024,21,88.53,4.215714286,-838,-39.9047619,8,TRUE,TRUE,31348.91,246,5488.93,78,12773.52,38,50449.36,99,Table games,Poker
2430,26,Male,Singapore,Singapore,11-04-2022,29-08-2024,20,92.03,4.6015,-3669,-183.45,10,FALSE,TRUE,23957.71,175,4641.9,74,10012.42,37,42281.03,110,Table games,Roulette
2431,39,Female,US,Dallas,22-12-2021,02-08-2024,12,56.52,4.71,4579,381.5833333,6,FALSE,TRUE,14631.71,102,3240.03,44,5672.89,25,18965.63,62,Slot games,Classic Slots
2432,63,Male,UK,Leeds,23-09-2021,30-03-2024,20,104.49,5.2245,1584,79.2,9,TRUE,TRUE,23503.72,140,4621.37,98,9987.47,43,36528.56,84,Slot games,3D Slots
2433,46,Female,Singapore,Singapore,11-11-2021,08-06-2024,19,73.12,3.848421053,-182,-9.578947368,10,FALSE,FALSE,30433.76,128,5051.89,100,9173.86,35,44841.51,75,Slot games,3D Slots
2434,64,Male,India,Surat,07-09-2021,28-08-2024,14,62.11,4.436428571,671,47.92857143,7,TRUE,TRUE,13130.45,60,4064.98,62,7521.79,30,24046.22,52,Table games,Roulette
2435,74,Male,UK,Sheffield,14-09-2021,25-07-2024,23,83.02,3.609565217,-32,-1.391304348,10,TRUE,TRUE,31787.57,194,6441.6,91,11412.22,50,49673.39,99,Slot games,Video Slots
2436,64,Male,US,Phoenix,05-12-2021,15-03-2024,16,78.51,4.906875,340,21.25,7,FALSE,TRUE,37131.16,169,3981.09,74,9696.02,38,50468.27,89,Slot games,3D Slots
2437,64,Male,UK,Sheffield,24-09-2021,27-04-2024,17,64.27,3.780588235,910,53.52941176,8,TRUE,FALSE,15607.51,124,4943.86,86,8939.91,37,28581.28,79,Speciality Number Games,Wheel of Fortune
2438,75,Male,India,Mumbai,08-11-2021,10-06-2024,20,83.49,4.1745,3521,176.05,10,FALSE,FALSE,20511.23,153,4961.29,100,8300.54,42,30252.06,90,Slot games,Video Slots
2439,33,Female,India,Bangalore,19-02-2022,14-08-2024,14,72.91,5.207857143,719,51.35714286,7,TRUE,TRUE,20212.61,144,3698.52,52,8126.67,24,31318.8,60,Speciality Number Games,Wheel of Fortune
2440,74,Female,India,Bangalore,22-11-2021,10-07-2024,16,69.64,4.3525,-4582,-286.375,9,TRUE,FALSE,24282.74,108,3117.42,73,6756.44,30,38738.6,69,Table games,Roulette
