TRANSACTION_ID,DATE,PLAYER_ID,PLAYER_AGE,PLAYER_GENDER,HOME_COUNTRY,HOME_CITY,GAME_CATEGORY,GAME_NAME,TABLE_MINIMUM_BET,IS_PREMIUM_PLAYER,DURATION_SPENT,CHIPS_WON_OR_LOST,NUMBER_OF_DAYS_SPENT_IN_CASINO,STAYED_AT_CASINO_HOTEL,AMOUNT_SPENT_IN_HOTEL_STAY,NUMBER_OF_DAYS_SPENT_IN_HOTEL,NUMBER_OF_RESTAURANT_VISITS,AMOUNT_SPENT_IN_CASINO_RESTAURANT,NUMBER_OF_CONCIERGE_VISITS,AMOUNT_SPENT_IN_SPA,NUMBER_OF_SPA_VISITS,IS_LOYALTY_CARD_HOLDER,REVENUE_MADE_BY_CASINO_FROM_PLAYER
950,27-08-2022,3588,64,Male,Singapore,Singapore,Slot games,Classic Slots,727.63,TRUE,7.36,919,11,FALSE,0,0,7,374.53,7,940.53,0,FALSE,396.06
951,12-10-2021,9948,32,Male,Singapore,Singapore,Speciality Number Games,Wheel of Fortune,409.28,FALSE,4.02,334,28,FALSE,0,0,3,314.53,7,757.72,0,TRUE,738.25
952,01-02-2024,310,47,Female,UK,Sheffield,Table games,Poker,96.22,FALSE,2.74,506,12,FALSE,0,0,9,468.11,6,311.41,3,TRUE,273.52
953,06-12-2023,5146,80,Male,Singapore,Singapore,Slot games,Classic Slots,280.41,FALSE,3.53,416,20,FALSE,0,0,7,291.92,6,554.42,4,TRUE,430.34
954,28-02-2024,1424,69,Female,US,Phoenix,Slot games,Video Slots,94.18,FALSE,2.35,228,17,FALSE,0,0,8,82.71,1,874.89,1,FALSE,729.6
955,02-02-2024,5836,54,Female,US,Houston,Slot games,Video Slots,274.65,FALSE,3.37,355,15,FALSE,0,0,6,258.03,0,241.7,2,FALSE,144.73
956,19-06-2023,1063,51,Female,Singapore,Singapore,Table games,Poker,457.96,FALSE,6.6,-267,13,FALSE,0,0,3,82.96,6,533.69,1,FALSE,883.65
957,28-04-2022,1582,51,Female,US,Phoenix,Table games,Roulette,575.71,FALSE,4.98,947,2,FALSE,0,0,3,39.87,0,480.5,0,FALSE,-426.63
958,05-06-2023,2994,63,Female,US,Phoenix,Speciality Number Games,Wheel of Fortune,472.4,FALSE,4.39,-2,12,FALSE,0,0,1,339.18,7,823.86,3,FALSE,1165.04
959,25-04-2022,1253,46,Female,UK,Cardiff,Table games,Craps,501.34,FALSE,3.55,629,13,TRUE,2669.58,13,8,468.26,2,743.27,0,FALSE,3252.11
960,14-11-2023,5088,29,Male,US,Los Angeles,Slot games,Classic Slots,416.03,FALSE,6.69,690,26,TRUE,3578.05,26,3,266.25,2,550.79,0,FALSE,3705.09
961,06-06-2022,1288,78,Male,US,Phoenix,Speciality Number Games,Keno,518.82,FALSE,3.71,-622,6,FALSE,0,0,5,43.04,7,41.47,0,FALSE,706.51
962,19-09-2021,1704,79,Male,UK,Leeds,Table games,Roulette,680.93,FALSE,1.1,631,19,TRUE,710.06,19,1,493.37,5,720.26,3,TRUE,1292.69
963,06-09-2021,4974,77,Female,US,Chicago,Table games,Craps,329.75,TRUE,7.24,883,4,TRUE,4367.31,4,2,40.26,6,927.72,3,FALSE,4452.29
964,02-03-2023,228,66,Female,US,San Antonio,Slot games,Video Slots,17.78,FALSE,5.53,-52,9,TRUE,912.18,9,0,406.85,4,414.6,2,TRUE,1785.63
965,26-07-2024,1050,54,Female,US,Chicago,Slot games,Video Slots,701.05,FALSE,5.11,-289,22,FALSE,0,0,2,214.42,2,382.9,3,FALSE,886.32
966,29-11-2021,8452,64,Male,UK,Cardiff,Slot games,3D Slots,539.23,FALSE,1.84,-174,5,FALSE,0,0,5,173.27,0,900.45,4,FALSE,1247.72
967,17-07-2023,9407,34,Male,US,Dallas,Speciality Number Games,Keno,643.98,TRUE,7.42,-945,17,TRUE,2092.92,17,0,349.81,7,637.25,0,FALSE,4024.98
968,24-12-2021,8013,71,Male,India,Pune,Table games,Craps,819.27,FALSE,1.59,341,25,TRUE,1600.9,25,7,190.1,8,976.24,0,TRUE,2426.24
969,29-11-2023,4349,44,Female,India,Bangalore,Slot games,Video Slots,625.49,FALSE,2.6,-404,9,FALSE,0,0,5,203,7,713.13,0,FALSE,1320.13
970,22-07-2024,1568,80,Male,US,San Jose,Slot games,Classic Slots,877.88,FALSE,3.85,-104,17,TRUE,500.17,17,6,207.1,4,456.76,3,TRUE,1268.03
971,04-09-2022,8248,57,Male,India,Bangalore,Speciality Number Games,Bingo,956.73,FALSE,6.36,-29,27,TRUE,668.81,27,3,188.66,4,627.36,0,FALSE,1513.83
972,30-06-2024,1456,42,Female,India,Pune,Speciality Number Games,Wheel of Fortune,97.54,FALSE,6.21,-113,26,TRUE,220.44,26,8,45.19,5,826.79,2,FALSE,1205.42
973,19-08-2022,4390,37,Male,Singapore,Singapore,Speciality Number Games,Wheel of Fortune,482.57,FALSE,4.4,-470,1,TRUE,4206.29,1,0,432.82,7,910.95,4,FALSE,6020.06
974,29-02-2024,4771,35,Female,Singapore,Singapore,Slot games,3D Slots,45.54,FALSE,2.31,-814,4,FALSE,0,0,4,191.07,4,249.03,3,TRUE,1254.1
975,22-05-2023,6400,70,Male,Singapore,Singapore,Slot games,Classic Slots,823.06,TRUE,3.76,259,13,TRUE,2747.18,13,7,436.15,1,652.58,2,FALSE,3576.91
976,06-01-2023,1238,75,Male,Singapore,Singapore,Table games,Roulette,869.47,FALSE,3.99,-73,23,TRUE,242.85,23,6,198.72,4,247.42,4,FALSE,761.99
977,18-01-2024,8541,54,Female,US,New York,Slot games,Classic Slots,648.08,FALSE,1.33,927,20,FALSE,0,0,5,422.9,1,144.13,4,FALSE,-359.97
978,14-08-2024,400,64,Male,Singapore,Singapore,Slot games,Classic Slots,971.54,FALSE,2.25,116,18,TRUE,2430.51,18,9,95,1,779.03,4,FALSE,3188.54
979,09-07-2024,6512,75,Male,UK,Bristol,Speciality Number Games,Keno,460.88,FALSE,5.41,765,25,TRUE,4054.75,25,0,61.64,1,149.9,3,FALSE,3501.29
980,04-08-2023,1584,74,Female,US,Dallas,Speciality Number Games,Keno,551.43,FALSE,6.43,-802,8,TRUE,1500.33,8,9,115.8,6,133.74,4,TRUE,2551.87
981,12-07-2023,9183,32,Male,Singapore,Singapore,Table games,Craps,899.76,FALSE,4.13,834,24,FALSE,0,0,7,362.64,3,429.68,3,TRUE,-41.68
982,02-04-2023,7752,77,Female,Singapore,Singapore,Slot games,3D Slots,971.99,FALSE,6.5,-982,17,TRUE,1189.44,17,2,165.68,6,583.58,1,FALSE,2920.7
983,30-08-2023,947,70,Male,UK,Liverpool,Slot games,Classic Slots,894.14,FALSE,7.4,-851,7,TRUE,4922.16,7,1,87.37,6,877.91,1,FALSE,6738.44
984,24-09-2021,3899,69,Male,US,San Diego,Slot games,Video Slots,473.14,FALSE,5.29,-42,5,FALSE,0,0,8,386.61,6,183.15,2,FALSE,611.76
985,25-01-2022,9717,52,Female,UK,London,Table games,Blackjack,273.15,FALSE,7.96,-455,4,TRUE,986.84,4,2,385.82,3,51.96,1,FALSE,1879.62
986,10-02-2022,8887,56,Female,India,Chennai,Slot games,Video Slots,695.04,FALSE,6.64,-328,24,TRUE,3332.84,24,3,56.42,2,305.63,0,TRUE,4022.89
987,08-04-2023,2896,64,Female,India,Kolkata,Table games,Baccarat,638.58,FALSE,7.83,401,23,TRUE,434.15,23,3,348.58,9,342.85,1,FALSE,724.58
988,05-12-2021,831,76,Male,Singapore,Singapore,Slot games,Classic Slots,829.85,FALSE,3.53,153,26,FALSE,0,0,2,267.96,8,280.51,0,FALSE,395.47
989,26-09-2021,2745,44,Male,US,Phoenix,Speciality Number Games,Bingo,105.46,FALSE,2.68,244,8,TRUE,1186.53,8,6,487.22,6,126.82,4,FALSE,1556.57
990,31-08-2022,2738,58,Female,Singapore,Singapore,Speciality Number Games,Keno,830.6,FALSE,1.08,-553,23,TRUE,3914.29,23,2,383.37,8,464.47,4,TRUE,5315.13
991,30-01-2023,8493,47,Male,US,San Antonio,Speciality Number Games,Bingo,336.46,TRUE,6.15,686,25,TRUE,1218.6,25,7,365.5,7,458.33,1,FALSE,1356.43
992,22-08-2024,2070,71,Male,India,Pune,Slot games,3D Slots,80.27,FALSE,5.4,-595,20,TRUE,935.47,20,2,29.56,8,37.58,2,FALSE,1597.61
993,01-03-2024,3346,79,Female,India,Jaipur,Table games,Baccarat,23.01,FALSE,3.83,65,11,TRUE,896.78,11,2,247.67,7,851.09,2,FALSE,1930.54
994,30-03-2023,7715,60,Female,Singapore,Singapore,Speciality Number Games,Keno,386.66,TRUE,1.41,12,27,FALSE,0,0,5,50.25,8,278.02,1,FALSE,316.27
995,08-12-2023,5516,41,Male,India,Jaipur,Table games,Baccarat,641.15,TRUE,4.55,-59,17,FALSE,0,0,5,119.69,9,64.9,1,FALSE,243.59
996,04-07-2024,9337,39,Female,India,Delhi,Speciality Number Games,Bingo,354.94,TRUE,6.72,-389,17,TRUE,2120.28,17,5,163.87,3,468.96,0,TRUE,3142.11
997,23-08-2022,8434,65,Female,US,Chicago,Slot games,3D Slots,444.36,TRUE,3.08,-265,17,FALSE,0,0,8,143.8,3,162.52,3,FALSE,571.32
998,08-08-2023,5421,55,Male,India,Bangalore,Table games,Roulette,352.79,FALSE,6.47,530,25,FALSE,0,0,1,70.56,9,236.71,0,FALSE,-222.73
999,17-01-2023,9665,70,Male,Singapore,Singapore,Slot games,Video Slots,247.28,FALSE,5.09,880,4,FALSE,0,0,9,42.95,9,986.38,2,TRUE,149.33
1000,16-06-2023,7001,75,Female,India,Chennai,Slot games,Video Slots,342.18,FALSE,2.64,-253,25,FALSE,0,0,2,479.08,0,763.09,0,FALSE,1495.17
1001,12-09-2021,7265,66,Male,India,Chennai,Speciality Number Games,Wheel of Fortune,340.79,FALSE,2.53,-413,17,TRUE,263.09,17,4,498.95,9,555.33,2,TRUE,1730.37
1002,21-04-2022,1549,60,Male,US,San Diego,Slot games,Video Slots,419.53,FALSE,5.47,-144,18,TRUE,2430.58,18,6,428.73,4,797.47,1,TRUE,3800.78
1003,19-03-2022,1405,53,Male,US,San Jose,Slot games,3D Slots,960.55,TRUE,4.96,-815,9,TRUE,3893.67,9,7,476.93,0,75.08,0,TRUE,5260.68
1004,24-05-2022,8450,65,Male,US,Los Angeles,Table games,Poker,567.26,FALSE,3.18,54,16,TRUE,1103.7,16,2,255.5,6,985.11,4,FALSE,2290.31
1005,30-09-2023,4787,33,Female,India,Kolkata,Speciality Number Games,Keno,872.35,FALSE,7.4,211,8,FALSE,0,0,6,354.51,4,846.86,0,FALSE,990.37
1006,26-02-2023,6023,65,Male,Singapore,Singapore,Table games,Baccarat,983.43,TRUE,5.73,-339,14,FALSE,0,0,2,420.8,8,475.81,2,TRUE,1235.61
1007,14-01-2024,348,55,Female,India,Kolkata,Table games,Baccarat,84.73,FALSE,1.27,340,3,TRUE,1526.61,3,4,120.83,0,41.79,2,FALSE,1349.23
1008,21-02-2023,9469,49,Male,India,Hyderabad,Slot games,Classic Slots,80,FALSE,7.61,916,2,TRUE,4094.14,2,0,53.51,1,111.79,0,FALSE,3343.44
1009,07-01-2023,4067,62,Female,India,Mumbai,Table games,Blackjack,325.16,FALSE,6.97,-628,20,FALSE,0,0,4,195.51,0,313.21,1,TRUE,1136.72
1010,08-01-2022,3941,73,Male,India,Chennai,Slot games,Classic Slots,626.25,FALSE,1.53,-926,3,FALSE,0,0,3,336.82,0,572.31,3,FALSE,1835.13
1011,22-01-2023,4255,79,Female,US,Philadelphia,Table games,Roulette,981.93,TRUE,1.34,-650,11,FALSE,0,0,3,306.43,0,484.1,1,FALSE,1440.53
1012,21-12-2022,779,36,Female,US,New York,Slot games,3D Slots,719.48,FALSE,5.22,295,2,TRUE,3810.2,2,3,385.87,2,158.58,2,FALSE,4059.65
1013,28-02-2024,8718,48,Female,UK,Edinburgh,Slot games,Video Slots,498.39,FALSE,4.28,810,11,FALSE,0,0,7,171.72,3,776.2,0,FALSE,137.92
1014,18-07-2022,7663,31,Female,UK,London,Slot games,3D Slots,543.83,FALSE,1.23,-502,15,TRUE,2132.76,15,6,354.38,5,341.55,1,FALSE,3330.69
1015,21-04-2023,7923,51,Male,Singapore,Singapore,Table games,Poker,34.85,TRUE,3.69,617,20,TRUE,3883.69,20,8,275.82,4,894.39,2,TRUE,4436.9
1016,21-09-2022,6294,40,Male,UK,Glasgow,Table games,Craps,824.23,TRUE,5.31,670,14,FALSE,0,0,7,195.24,3,381.53,1,TRUE,-93.23
1017,27-02-2022,2624,44,Male,India,Bangalore,Slot games,Video Slots,925.11,FALSE,5.96,-309,27,FALSE,0,0,7,33.57,7,269.75,3,FALSE,612.32
1018,11-04-2024,9922,45,Female,US,Dallas,Speciality Number Games,Keno,125.16,FALSE,1.63,521,13,TRUE,4295.27,13,4,457.52,3,272.71,2,TRUE,4504.5
1019,18-12-2022,6019,79,Male,US,Philadelphia,Table games,Poker,522.14,FALSE,1.94,-240,7,TRUE,251.4,7,0,262.84,2,827.49,0,TRUE,1581.73
1020,30-10-2023,9760,76,Male,India,Chennai,Speciality Number Games,Bingo,758.21,TRUE,1.49,-190,18,TRUE,4656.53,18,0,112.87,0,918.15,3,FALSE,5877.55
1021,03-07-2022,3931,66,Male,UK,Birmingham,Speciality Number Games,Keno,484.32,FALSE,7.79,993,4,TRUE,613.31,4,9,140.87,3,706.7,3,TRUE,467.88
1022,08-01-2023,1717,65,Male,US,Phoenix,Speciality Number Games,Bingo,461.59,TRUE,6.54,-661,1,FALSE,0,0,8,136.56,3,720.95,0,FALSE,1518.51
1023,10-06-2024,6191,76,Male,US,San Jose,Table games,Craps,785.82,FALSE,2.07,-886,23,FALSE,0,0,6,183.96,2,219.47,4,TRUE,1289.43
1024,10-06-2023,3894,51,Male,India,Hyderabad,Speciality Number Games,Wheel of Fortune,87.79,FALSE,1.56,553,8,FALSE,0,0,6,390.5,5,907.77,3,FALSE,745.27
1025,12-08-2023,6949,41,Male,US,San Antonio,Speciality Number Games,Wheel of Fortune,330.06,TRUE,4.69,-359,25,TRUE,2037.18,25,3,70.83,5,608.88,2,FALSE,3075.89
1026,22-10-2023,987,63,Male,Singapore,Singapore,Speciality Number Games,Keno,996.35,TRUE,3.33,632,20,FALSE,0,0,6,173.89,7,337.35,2,TRUE,-120.76
1027,17-07-2023,392,75,Male,US,Phoenix,Speciality Number Games,Bingo,602.6,FALSE,1.91,-615,10,TRUE,599.45,10,1,353.18,3,813.05,1,TRUE,2380.68
1028,30-08-2023,4126,71,Male,Singapore,Singapore,Speciality Number Games,Wheel of Fortune,992.31,FALSE,5.1,383,7,TRUE,944.28,7,6,109.05,1,433.11,4,TRUE,1103.44
1029,02-09-2023,335,45,Female,UK,Birmingham,Speciality Number Games,Keno,406.79,FALSE,4.26,986,1,FALSE,0,0,3,306.11,8,319.47,4,TRUE,-360.42
1030,15-06-2022,1858,80,Female,India,Delhi,Table games,Blackjack,218.64,FALSE,6.88,-712,25,FALSE,0,0,1,102.75,0,55.74,4,TRUE,870.49
1031,04-05-2024,3554,80,Female,Singapore,Singapore,Speciality Number Games,Keno,261.16,FALSE,4.6,927,29,TRUE,3537.64,29,9,171.19,4,827.61,1,FALSE,3609.44
1032,12-10-2022,6992,72,Male,UK,Bristol,Slot games,Classic Slots,585.16,FALSE,5.56,32,11,FALSE,0,0,4,111.16,0,987.42,4,FALSE,1066.58
1033,22-01-2024,7926,75,Female,India,Bangalore,Slot games,Video Slots,411.69,FALSE,2.7,598,12,FALSE,0,0,5,301.83,6,890.13,2,FALSE,593.96
1034,11-01-2024,5536,73,Male,Singapore,Singapore,Slot games,Classic Slots,141.34,FALSE,7.29,938,14,FALSE,0,0,3,376.2,1,726.76,4,FALSE,164.96
1035,26-04-2023,478,73,Female,India,Chennai,Table games,Poker,125.34,FALSE,4.77,-600,10,FALSE,0,0,1,93.76,9,927.22,3,FALSE,1620.98
1036,27-07-2023,133,78,Male,UK,Birmingham,Slot games,Classic Slots,79.06,TRUE,6.2,-343,19,TRUE,4641.67,19,7,311.88,1,704.32,2,FALSE,6000.87
1037,23-04-2024,3528,21,Male,US,New York,Speciality Number Games,Bingo,157.06,FALSE,2.49,891,26,FALSE,0,0,7,46.81,8,98.37,1,FALSE,-745.82
1038,19-05-2022,7259,80,Male,Singapore,Singapore,Table games,Roulette,765.87,FALSE,1.93,774,16,FALSE,0,0,2,171.83,1,800.32,1,FALSE,198.15
1039,25-01-2022,5315,71,Female,UK,Bristol,Slot games,Video Slots,518.53,FALSE,5.04,-670,16,TRUE,4567.83,16,5,210.99,6,924.08,2,FALSE,6372.9
1040,02-01-2022,5676,75,Male,India,Ahmedabad,Slot games,Video Slots,894.35,FALSE,7.96,-304,8,FALSE,0,0,8,63.69,7,600.75,2,FALSE,968.44
1041,17-04-2023,3580,35,Male,India,Pune,Speciality Number Games,Wheel of Fortune,171.43,TRUE,7.71,623,7,TRUE,3730.04,7,4,275.76,1,442.18,1,FALSE,3824.98
1042,09-02-2023,2374,57,Female,US,Philadelphia,Table games,Baccarat,532.07,FALSE,5.85,-683,6,TRUE,509.06,6,4,261.44,8,720.11,3,FALSE,2173.61
1043,17-10-2022,7585,65,Female,UK,Cardiff,Speciality Number Games,Wheel of Fortune,406.76,FALSE,1.45,668,18,FALSE,0,0,9,256.64,2,555.53,3,FALSE,144.17
1044,28-09-2021,9977,65,Female,US,Houston,Speciality Number Games,Bingo,732.69,FALSE,3.63,-665,28,TRUE,3267.6,28,6,331.85,0,200.89,2,FALSE,4465.34
1045,08-06-2024,3010,64,Female,UK,Liverpool,Table games,Roulette,753.73,FALSE,6.3,-154,10,FALSE,0,0,7,45.82,3,214.23,2,FALSE,414.05
1046,29-06-2022,5261,50,Male,UK,Leeds,Slot games,3D Slots,434.98,TRUE,2.93,504,24,TRUE,3604,24,9,138.49,8,611.38,4,TRUE,3849.87
1047,12-08-2022,2417,51,Female,US,San Antonio,Speciality Number Games,Keno,978.89,FALSE,7.86,-628,3,FALSE,0,0,9,70.96,5,452.45,2,TRUE,1151.41
1048,30-04-2022,2218,74,Female,India,Surat,Table games,Roulette,210.83,TRUE,6.34,113,10,FALSE,0,0,5,431.02,2,398.14,4,FALSE,716.16
1049,23-12-2021,6160,69,Female,UK,Cardiff,Speciality Number Games,Wheel of Fortune,882.5,FALSE,5.67,-613,13,TRUE,2032.64,13,5,452.48,3,109.71,3,TRUE,3207.83
1050,27-06-2023,9009,70,Male,India,Ahmedabad,Table games,Blackjack,941.76,FALSE,5.48,63,12,TRUE,3204.99,12,6,248.22,8,54.59,0,FALSE,3444.8
1051,20-08-2024,1287,50,Female,UK,Edinburgh,Slot games,Classic Slots,998.67,FALSE,6.23,178,4,FALSE,0,0,3,163.61,1,686.15,3,FALSE,671.76
1052,04-11-2022,8383,73,Male,UK,Edinburgh,Slot games,3D Slots,469.93,FALSE,5.61,-880,6,TRUE,3096.24,6,7,224.03,6,716.09,0,TRUE,4916.36
1053,27-03-2022,6304,57,Female,India,Chennai,Table games,Craps,734.49,FALSE,3.75,-969,1,FALSE,0,0,0,320.21,0,640.33,0,FALSE,1929.54
1054,28-07-2023,4736,35,Female,India,Surat,Slot games,3D Slots,315.53,FALSE,2.36,750,2,FALSE,0,0,3,92.52,5,669.34,3,FALSE,11.86
1055,01-01-2023,6891,68,Female,India,Bangalore,Slot games,Video Slots,232.61,FALSE,3.26,-929,17,FALSE,0,0,1,46.91,8,134.91,4,FALSE,1110.82
1056,05-11-2022,3086,77,Male,India,Hyderabad,Slot games,Video Slots,250.42,FALSE,3.73,-232,20,TRUE,4515.36,20,7,77.98,2,749.08,2,FALSE,5574.42
1057,01-06-2023,7403,79,Female,India,Kolkata,Speciality Number Games,Keno,208.3,FALSE,1.46,528,9,TRUE,3953.54,9,3,166.75,5,500.62,3,FALSE,4092.91
1058,26-12-2022,3465,78,Male,UK,Bristol,Slot games,Classic Slots,117.97,FALSE,1.33,-378,8,TRUE,3472.58,8,0,173.18,5,757.62,3,FALSE,4781.38
1059,10-04-2022,5182,52,Female,UK,Edinburgh,Slot games,Classic Slots,115.38,FALSE,7.96,18,7,TRUE,515.92,7,1,359.99,7,603.13,0,FALSE,1461.04
1060,20-06-2023,3630,49,Male,US,San Diego,Table games,Blackjack,819.12,TRUE,3.36,-933,15,TRUE,1247.72,15,5,288.87,2,824.94,4,FALSE,3294.53
1061,05-02-2024,1042,36,Male,UK,Birmingham,Slot games,Classic Slots,305.37,FALSE,3.93,-487,9,FALSE,0,0,7,167.14,3,133.64,2,TRUE,787.78
1062,10-09-2023,3303,79,Male,US,Dallas,Speciality Number Games,Bingo,81.07,FALSE,6.37,130,28,TRUE,3048.03,28,7,154.6,7,850.79,2,FALSE,3923.42
1063,05-03-2022,6582,31,Female,UK,Bristol,Slot games,Classic Slots,803.66,FALSE,1.57,234,26,TRUE,3342.22,26,3,33.21,3,60.03,1,FALSE,3201.46
1064,17-02-2023,7373,71,Male,US,Dallas,Speciality Number Games,Bingo,92.89,FALSE,4.89,-241,14,FALSE,0,0,1,119.69,7,950.27,0,FALSE,1310.96
1065,12-11-2023,7667,76,Female,India,Delhi,Slot games,Video Slots,32.96,FALSE,3.89,911,14,TRUE,3917.38,14,4,427.02,7,614.57,3,TRUE,4047.97
1066,15-07-2022,4243,64,Male,Singapore,Singapore,Speciality Number Games,Keno,581.99,FALSE,5.99,622,15,FALSE,0,0,4,277.42,4,210.07,2,FALSE,-134.51
1067,18-12-2021,7459,61,Female,Singapore,Singapore,Speciality Number Games,Wheel of Fortune,333.41,TRUE,6.86,-932,20,TRUE,1942.81,20,0,230.59,0,166.73,4,FALSE,3272.13
1068,08-04-2022,6286,55,Female,UK,Birmingham,Slot games,Video Slots,296.24,FALSE,3.24,-667,6,FALSE,0,0,4,450.15,2,619.32,4,FALSE,1736.47
1069,15-08-2022,7700,59,Male,India,Pune,Table games,Poker,199.41,FALSE,6.72,381,3,TRUE,1267.61,3,8,337.6,4,290.97,1,FALSE,1515.18
1070,21-03-2023,5861,55,Male,India,Surat,Speciality Number Games,Keno,756.19,FALSE,4.39,-573,18,TRUE,4457.92,18,6,269.46,8,616.64,0,FALSE,5917.02
1071,12-04-2024,7414,51,Male,Singapore,Singapore,Table games,Baccarat,465.21,FALSE,6.18,108,12,FALSE,0,0,1,314.7,1,818.96,2,FALSE,1025.66
1072,14-08-2022,9982,78,Male,Singapore,Singapore,Speciality Number Games,Bingo,89.23,TRUE,5.83,924,7,FALSE,0,0,6,148.07,8,770.89,0,FALSE,-5.04
1073,26-12-2021,6156,61,Female,Singapore,Singapore,Table games,Baccarat,722.65,TRUE,7.78,370,13,TRUE,2723.19,13,3,402.1,4,309.29,4,FALSE,3064.58
1074,04-12-2021,4861,29,Female,India,Ahmedabad,Table games,Poker,889.6,TRUE,2.11,918,5,TRUE,1913.87,5,9,145.82,6,391.64,1,FALSE,1533.33
1075,21-07-2024,6269,43,Male,Singapore,Singapore,Speciality Number Games,Bingo,680.79,FALSE,7.42,278,25,FALSE,0,0,4,276.09,2,720.64,4,FALSE,718.73
1076,17-01-2022,4559,74,Female,India,Delhi,Speciality Number Games,Keno,130.36,FALSE,7.67,-32,28,FALSE,0,0,9,331.02,1,74.04,2,FALSE,437.06
1077,13-11-2022,9029,69,Male,US,Chicago,Slot games,Video Slots,214.74,FALSE,2.44,241,16,TRUE,1775.77,16,6,213.74,5,501.88,1,FALSE,2250.39
1078,12-12-2022,3331,53,Male,Singapore,Singapore,Slot games,Video Slots,429.29,TRUE,7.21,-274,23,FALSE,0,0,8,498.27,4,342.58,3,TRUE,1114.85
1079,12-04-2023,2791,67,Female,Singapore,Singapore,Table games,Poker,912.17,FALSE,4.55,909,6,FALSE,0,0,6,220.95,2,440.41,2,FALSE,-247.64
1080,11-04-2024,345,77,Male,US,New York,Speciality Number Games,Bingo,30.13,FALSE,5.27,877,25,FALSE,0,0,4,241.33,9,199.82,3,FALSE,-435.85
1081,29-05-2024,8766,78,Male,India,Jaipur,Slot games,Video Slots,23.49,FALSE,7.17,530,5,TRUE,4316.58,5,8,435.92,7,394.15,2,FALSE,4616.65
1082,19-10-2021,3038,53,Male,UK,Bristol,Speciality Number Games,Bingo,970.74,FALSE,3.32,95,21,FALSE,0,0,2,499.92,4,615.23,3,FALSE,1020.15
1083,13-12-2021,5216,76,Female,UK,Manchester,Speciality Number Games,Bingo,563.35,FALSE,6.24,662,14,FALSE,0,0,7,332.44,9,427.12,3,FALSE,97.56
1084,05-02-2023,1919,77,Male,India,Surat,Slot games,3D Slots,345.47,FALSE,4.78,291,5,TRUE,3705.62,5,9,137.95,3,596.07,4,FALSE,4148.64
1085,07-03-2024,2847,36,Male,Singapore,Singapore,Table games,Baccarat,347.75,FALSE,7.55,-574,14,TRUE,851.5,14,5,164.82,0,38.87,2,FALSE,1629.19
1086,31-07-2022,1445,34,Male,India,Mumbai,Table games,Blackjack,40.94,FALSE,7.91,75,22,FALSE,0,0,8,236.98,6,843.47,0,FALSE,1005.45
1087,14-04-2023,7900,25,Male,India,Pune,Table games,Baccarat,348.75,FALSE,4.14,-931,28,TRUE,3169.57,28,0,144.14,0,698.4,1,TRUE,4943.11
1088,20-05-2024,5443,77,Female,Singapore,Singapore,Table games,Craps,951.94,TRUE,6.33,-796,20,FALSE,0,0,7,89.11,9,366.65,2,TRUE,1251.76
1089,28-07-2022,8463,70,Female,UK,Leeds,Table games,Baccarat,333.39,FALSE,7.23,431,14,FALSE,0,0,4,251.59,9,648.69,4,FALSE,469.28
1090,12-08-2023,99,53,Female,UK,Manchester,Table games,Craps,103.69,FALSE,1.92,135,7,FALSE,0,0,6,20.18,1,161.85,4,FALSE,47.03
1091,27-03-2022,5233,32,Male,India,Pune,Speciality Number Games,Keno,483.3,TRUE,5.72,-511,21,TRUE,2704.76,21,2,404.24,5,787.91,0,FALSE,4407.91
1092,23-03-2024,1941,79,Female,India,Delhi,Speciality Number Games,Keno,560.44,TRUE,7.32,999,28,FALSE,0,0,5,300.32,3,445.54,3,FALSE,-253.14
1093,15-01-2024,1367,65,Female,Singapore,Singapore,Slot games,3D Slots,610.3,FALSE,6.03,-721,20,FALSE,0,0,5,157.19,2,380.58,0,FALSE,1258.77
1094,27-07-2024,1881,74,Male,India,Delhi,Slot games,Video Slots,846.32,FALSE,5.92,58,11,TRUE,2145.42,11,2,424.84,9,241.73,2,FALSE,2753.99
1095,23-02-2024,6008,56,Female,Singapore,Singapore,Slot games,3D Slots,36.67,FALSE,6.22,-645,8,FALSE,0,0,5,427.32,6,654.79,0,FALSE,1727.11
1096,26-06-2022,7789,59,Female,UK,London,Slot games,Video Slots,382.82,FALSE,4.51,106,20,FALSE,0,0,9,24.03,0,557.79,1,FALSE,475.82
1097,01-09-2021,1109,56,Female,UK,Sheffield,Speciality Number Games,Wheel of Fortune,685.66,FALSE,2.34,886,18,FALSE,0,0,2,301.03,6,596.36,4,FALSE,11.39
1098,03-12-2023,9625,49,Female,Singapore,Singapore,Speciality Number Games,Bingo,474.07,FALSE,3.36,-700,11,FALSE,0,0,1,76.47,6,611.09,4,FALSE,1387.56
1099,30-12-2021,1644,36,Male,UK,Liverpool,Table games,Poker,400.62,FALSE,2.19,543,5,FALSE,0,0,1,367.14,9,670.3,4,FALSE,494.44
1100,03-08-2022,3516,52,Female,UK,Sheffield,Table games,Roulette,16.34,FALSE,7,-704,26,TRUE,3735.99,26,2,64.87,9,394.45,4,FALSE,4899.31
1101,06-05-2024,5510,42,Male,UK,London,Speciality Number Games,Bingo,657.46,FALSE,3.31,886,17,FALSE,0,0,6,465.4,9,324.04,3,FALSE,-96.56
