hotel,room_type,market_segment,deposit_type,meal,distribution_channel,customer_type,arrival_date,adr,room_limit,total_rns
City Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-10-26 00:00:00,147.25,30.0,2
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-10-26 00:00:00,48.06666666666666,150.0,6
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-26 00:00:00,43.77333333333333,150.0,12
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-26 00:00:00,83.13333333333334,150.0,3
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-10-26 00:00:00,43.5,150.0,2
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-10-26 00:00:00,41.166666666666664,150.0,6
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-26 00:00:00,42.69461538461538,150.0,13
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-10-26 00:00:00,78.6125,150.0,4
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-26 00:00:00,46.40642857142858,150.0,14
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-26 00:00:00,42.5,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-10-26 00:00:00,75.96,150.0,3
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-10-26 00:00:00,113.33,75.0,1
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-26 00:00:00,60.24714285714286,75.0,7
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-26 00:00:00,56.18000000000001,75.0,5
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-26 00:00:00,60.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-26 00:00:00,52.18666666666667,75.0,3
Resort Hotel,D,Direct,No Deposit,HB,Direct,Transient,2021-10-26 00:00:00,106.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-10-26 00:00:00,70.0,75.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-26 00:00:00,56.0,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-26 00:00:00,66.33500000000001,60.0,2
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-26 00:00:00,94.20500000000001,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-10-26 00:00:00,82.0,60.0,1
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-10-26 00:00:00,53.7,60.0,4
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-10-26 00:00:00,59.4,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-26 00:00:00,52.254999999999995,60.0,2
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-27 00:00:00,103.84,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-27 00:00:00,98.60625,150.0,8
City Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Group,2021-10-27 00:00:00,131.97,150.0,1
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2021-10-27 00:00:00,84.87461538461538,150.0,91
City Hotel,A,Corporate,No Deposit,BB,Corporate,Group,2021-10-27 00:00:00,95.0,150.0,2
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-10-27 00:00:00,69.9,150.0,10
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-10-27 00:00:00,115.35499999999999,150.0,2
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2021-10-27 00:00:00,80.465,150.0,2
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-10-27 00:00:00,90.95545454545454,150.0,11
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-10-27 00:00:00,89.25,150.0,2
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-10-27 00:00:00,77.0,150.0,1
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-10-27 00:00:00,121.0,150.0,4
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-27 00:00:00,77.02444444444444,150.0,9
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-10-27 00:00:00,80.25,80.0,4
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-10-27 00:00:00,135.3725,80.0,4
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-27 00:00:00,83.18181818181819,80.0,11
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-27 00:00:00,80.1,80.0,2
City Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-10-27 00:00:00,147.25,30.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-10-27 00:00:00,75.96,150.0,3
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-10-27 00:00:00,49.86666666666667,150.0,6
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-27 00:00:00,43.91181818181818,150.0,11
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-27 00:00:00,44.17933333333334,150.0,15
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-27 00:00:00,37.36666666666667,150.0,3
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-27 00:00:00,46.200625,150.0,16
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-27 00:00:00,79.9,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-10-27 00:00:00,78.6125,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient.Party,2021-10-27 00:00:00,72.5,150.0,2
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-10-27 00:00:00,42.875,150.0,8
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-27 00:00:00,60.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-10-27 00:00:00,70.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-27 00:00:00,52.18666666666667,75.0,3
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-27 00:00:00,61.53285714285715,75.0,7
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-10-27 00:00:00,45.0,75.0,2
Resort Hotel,D,Direct,No Deposit,HB,Direct,Transient,2021-10-27 00:00:00,106.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-27 00:00:00,56.17999999999999,75.0,5
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-27 00:00:00,52.254999999999995,60.0,2
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-10-27 00:00:00,53.7,60.0,4
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-10-27 00:00:00,62.7,60.0,2
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-27 00:00:00,94.20500000000001,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-27 00:00:00,66.0,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-27 00:00:00,54.4,60.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-28 00:00:00,103.84,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-10-28 00:00:00,98.25076923076924,150.0,13
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Group,2021-10-28 00:00:00,95.1,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Group,2021-10-28 00:00:00,131.97,150.0,1
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2021-10-28 00:00:00,74.38000000000001,150.0,3
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-10-28 00:00:00,111.73666666666666,150.0,3
City Hotel,A,Groups,No Deposit,HB,TA/TO,Transient.Party,2021-10-28 00:00:00,104.0,150.0,7
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-28 00:00:00,82.0,150.0,2
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-10-28 00:00:00,65.0,150.0,4
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2021-10-28 00:00:00,84.49025,150.0,80
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-28 00:00:00,91.19625,150.0,8
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-10-28 00:00:00,89.25,150.0,2
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-10-28 00:00:00,122.0,150.0,5
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-28 00:00:00,80.1,80.0,2
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-10-28 00:00:00,80.25,80.0,4
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-10-28 00:00:00,134.228,80.0,5
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-28 00:00:00,84.27857142857144,80.0,14
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-28 00:00:00,73.80000000000001,150.0,2
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-10-28 00:00:00,48.0,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-10-28 00:00:00,82.95,150.0,3
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-10-28 00:00:00,75.96,150.0,3
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-28 00:00:00,45.20333333333334,150.0,12
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-28 00:00:00,44.53727272727273,150.0,11
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-10-28 00:00:00,46.625,150.0,8
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient.Party,2021-10-28 00:00:00,72.5,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-28 00:00:00,37.36666666666667,150.0,3
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-10-28 00:00:00,65.6175,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-28 00:00:00,43.94125,150.0,8
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-10-28 00:00:00,47.36666666666667,150.0,6
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-28 00:00:00,60.331999999999994,75.0,5
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-10-28 00:00:00,48.5,75.0,4
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-28 00:00:00,60.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-28 00:00:00,52.18666666666667,75.0,3
Resort Hotel,D,Direct,No Deposit,HB,Direct,Transient,2021-10-28 00:00:00,106.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-10-28 00:00:00,70.0,75.0,1
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-28 00:00:00,61.86,75.0,5
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-28 00:00:00,52.254999999999995,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-28 00:00:00,66.0,60.0,1
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-28 00:00:00,76.12,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-28 00:00:00,54.4,60.0,1
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-10-28 00:00:00,53.7,60.0,4
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2021-10-29 00:00:00,84.49025,150.0,80
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-10-29 00:00:00,65.0,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-29 00:00:00,95.52090909090909,150.0,11
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-10-29 00:00:00,122.66666666666667,150.0,3
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-10-29 00:00:00,89.25,150.0,2
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-29 00:00:00,87.63,150.0,4
City Hotel,A,Groups,No Deposit,HB,TA/TO,Transient.Party,2021-10-29 00:00:00,104.0,150.0,7
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-29 00:00:00,105.68181818181819,150.0,22
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2021-10-29 00:00:00,74.38000000000001,150.0,3
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Group,2021-10-29 00:00:00,95.1,150.0,1
City Hotel,A,Direct,No Deposit,BB,Direct,Transient.Party,2021-10-29 00:00:00,65.0,150.0,8
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-10-29 00:00:00,94.21933333333332,150.0,15
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-10-29 00:00:00,107.3625,150.0,4
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-29 00:00:00,83.74285714285715,80.0,14
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-29 00:00:00,80.1,80.0,2
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-10-29 00:00:00,125.81333333333333,80.0,6
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-10-29 00:00:00,75.0,80.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-10-29 00:00:00,82.95,150.0,3
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-10-29 00:00:00,44.6,150.0,6
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-10-29 00:00:00,48.0,150.0,5
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-29 00:00:00,43.94285714285714,150.0,7
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-10-29 00:00:00,78.785,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-29 00:00:00,44.010000000000005,150.0,5
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-10-29 00:00:00,65.6175,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-29 00:00:00,34.8,150.0,2
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-29 00:00:00,42.074375,150.0,16
Resort Hotel,A,Groups,No Deposit,BB,Direct,Transient,2021-10-29 00:00:00,37.714285714285715,150.0,7
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-10-29 00:00:00,48.0,150.0,1
Resort Hotel,A,Groups,No Deposit,BB,Direct,Transient.Party,2021-10-29 00:00:00,36.0,150.0,1
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-29 00:00:00,70.2,150.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-29 00:00:00,52.18666666666667,75.0,3
Resort Hotel,D,Direct,No Deposit,HB,Direct,Transient,2021-10-29 00:00:00,106.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-29 00:00:00,58.8,75.0,1
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-10-29 00:00:00,48.666666666666664,75.0,3
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-29 00:00:00,61.86,75.0,5
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-10-29 00:00:00,70.0,75.0,1
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-29 00:00:00,76.12,60.0,1
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-29 00:00:00,69.375,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-29 00:00:00,52.51,60.0,1
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-10-29 00:00:00,53.7,60.0,4
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-10-30 00:00:00,88.19923076923077,150.0,13
City Hotel,A,Offline TA/TO,Refundable,BB,TA/TO,Transient.Party,2021-10-30 00:00:00,85.0,150.0,1
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-10-30 00:00:00,106.61399999999999,150.0,5
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2021-10-30 00:00:00,78.73400000000001,150.0,5
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-30 00:00:00,86.66666666666667,150.0,18
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-30 00:00:00,70.50666666666667,150.0,3
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-10-30 00:00:00,62.0,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-30 00:00:00,95.25666666666666,150.0,6
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2021-10-30 00:00:00,84.49025,150.0,80
City Hotel,A,Groups,No Deposit,HB,TA/TO,Transient.Party,2021-10-30 00:00:00,104.0,150.0,7
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-10-30 00:00:00,104.24666666666667,150.0,3
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-30 00:00:00,95.39999999999999,80.0,3
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-10-30 00:00:00,123.234,80.0,5
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-30 00:00:00,81.03866666666666,80.0,15
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-10-30 00:00:00,69.9375,80.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-30 00:00:00,43.94285714285714,150.0,7
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-30 00:00:00,43.94199999999999,150.0,5
Resort Hotel,A,Groups,No Deposit,BB,Direct,Transient.Party,2021-10-30 00:00:00,36.0,150.0,1
Resort Hotel,A,Groups,No Deposit,BB,Direct,Transient,2021-10-30 00:00:00,37.5,150.0,16
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-30 00:00:00,44.928,150.0,15
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-10-30 00:00:00,40.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-30 00:00:00,44.45,150.0,2
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-10-30 00:00:00,48.0,150.0,2
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-10-30 00:00:00,65.6175,150.0,4
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-10-30 00:00:00,45.15,150.0,4
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-30 00:00:00,70.2,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-10-30 00:00:00,74.67500000000001,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-10-30 00:00:00,78.785,150.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-30 00:00:00,52.18666666666667,75.0,3
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-30 00:00:00,58.14,75.0,5
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-10-30 00:00:00,48.5,75.0,4
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-30 00:00:00,54.0,75.0,1
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-30 00:00:00,88.0,75.0,1
Resort Hotel,D,Direct,No Deposit,HB,Direct,Transient,2021-10-30 00:00:00,106.0,75.0,1
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-10-30 00:00:00,53.7,60.0,4
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-30 00:00:00,52.51,60.0,1
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-30 00:00:00,59.89166666666667,60.0,6
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-10-30 00:00:00,36.0,60.0,1
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-30 00:00:00,76.12,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-30 00:00:00,56.0,60.0,1
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2021-10-31 00:00:00,77.58,150.0,3
City Hotel,A,Offline TA/TO,Refundable,BB,TA/TO,Transient.Party,2021-10-31 00:00:00,85.0,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-10-31 00:00:00,62.0,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-31 00:00:00,69.21000000000001,150.0,4
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-31 00:00:00,95.4525,150.0,8
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-10-31 00:00:00,88.16555555555556,150.0,18
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-10-31 00:00:00,90.814,150.0,5
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2021-10-31 00:00:00,63.0,150.0,18
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-10-31 00:00:00,104.24666666666667,150.0,3
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-31 00:00:00,81.50615384615384,80.0,13
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-31 00:00:00,98.768,80.0,5
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-10-31 00:00:00,116.80199999999999,80.0,5
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-10-31 00:00:00,68.7,80.0,5
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-31 00:00:00,70.2,150.0,1
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-10-31 00:00:00,40.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-31 00:00:00,44.45,150.0,2
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-31 00:00:00,47.68928571428571,150.0,14
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-10-31 00:00:00,65.6175,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-10-31 00:00:00,74.67500000000001,150.0,2
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-10-31 00:00:00,45.15,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-31 00:00:00,47.8575,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-31 00:00:00,43.251,150.0,10
Resort Hotel,A,Groups,No Deposit,BB,Direct,Transient.Party,2021-10-31 00:00:00,36.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-10-31 00:00:00,69.93,150.0,1
Resort Hotel,A,Groups,No Deposit,BB,Direct,Transient,2021-10-31 00:00:00,37.07692307692308,150.0,39
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-31 00:00:00,54.0,75.0,1
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-10-31 00:00:00,88.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-10-31 00:00:00,55.879999999999995,75.0,2
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-10-31 00:00:00,46.82,75.0,4
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-31 00:00:00,56.31,75.0,3
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-10-31 00:00:00,47.0,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-10-31 00:00:00,56.0,60.0,1
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2021-10-31 00:00:00,88.0,60.0,1
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-10-31 00:00:00,53.7,60.0,4
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-10-31 00:00:00,49.635,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-10-31 00:00:00,60.39166666666667,60.0,6
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-01 00:00:00,84.3675,150.0,4
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-01 00:00:00,65.0,150.0,2
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-01 00:00:00,68.94666666666667,150.0,3
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-11-01 00:00:00,84.62,150.0,2
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-01 00:00:00,92.34666666666668,150.0,6
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-01 00:00:00,86.88583333333332,150.0,12
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2021-11-01 00:00:00,63.0,150.0,18
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-01 00:00:00,42.473333333333336,150.0,3
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-01 00:00:00,63.90625,80.0,8
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-01 00:00:00,105.62166666666667,80.0,6
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-01 00:00:00,73.55176470588236,80.0,17
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-11-01 00:00:00,95.0,80.0,1
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-01 00:00:00,116.80199999999999,80.0,5
